course_id,full_course_id
MAT SCI 202,Materials Science and Engineering 202
MAT SCI C211,Materials Science and Engineering C211
MAT SCI 261,Materials Science and Engineering 261
MAT SCI 262,Materials Science and Engineering 262
MAT SCI 270,Materials Science and Engineering 270
MAT SCI 282,Materials Science and Engineering 282
MAT SCI 296,Materials Science and Engineering 296
MAT SCI 298,Materials Science and Engineering 298
MAT SCI 596,Materials Science and Engineering 596
MAT SCI 597A,Materials Science and Engineering 597A
MAT SCI 597B,Materials Science and Engineering 597B
MAT SCI 597C,Materials Science and Engineering 597C
MAT SCI 598,Materials Science and Engineering 598
MAT SCI 599,Materials Science and Engineering 599
MATH 3B,Mathematics 3B
MATH 31A,Mathematics 31A
MATH 31AL,Mathematics 31AL
MATH 31B,Mathematics 31B
MATH 32A,Mathematics 32A
MATH 32B,Mathematics 32B
MATH 32BH,Mathematics 32BH
MATH 33A,Mathematics 33A
MATH 33B,Mathematics 33B
MATH 61,Mathematics 61
MATH 73XP,Mathematics 73XP
MATH 105B,Mathematics 105B
MATH 110A,Mathematics 110A
MATH 110B,Mathematics 110B
MATH 110BH,Mathematics 110BH
MATH 114C,Mathematics 114C
MATH 115A,Mathematics 115A
MATH 115AH,Mathematics 115AH
MATH 115B,Mathematics 115B
MATH 116,Mathematics 116
MATH 120A,Mathematics 120A
MATH 131A,Mathematics 131A
MATH 131AH,Mathematics 131AH
MATH 131B,Mathematics 131B
MATH 131BH,Mathematics 131BH
MATH 132,Mathematics 132
MATH 132H,Mathematics 132H
MATH 134,Mathematics 134
MATH 135,Mathematics 135
MATH 142,Mathematics 142
MATH M148,Mathematics M148
MATH 151A,Mathematics 151A
MATH 151B,Mathematics 151B
MATH 155,Mathematics 155
MATH 156,Mathematics 156
MATH 164,Mathematics 164
MATH 167,Mathematics 167
MATH 168,Mathematics 168
MATH 170A,Mathematics 170A
MATH 170E,Mathematics 170E
MATH 170S,Mathematics 170S
MATH 171,Mathematics 171
MATH 174E,Mathematics 174E
MATH 178B,Mathematics 178B
MATH 180,Mathematics 180
MATH 182,Mathematics 182
MATH 189HC,Mathematics 189HC
MATH M192A,Mathematics M192A
MATH 192B,Mathematics 192B
MATH 197,Mathematics 197
MATH 199,Mathematics 199
MATH 205B,Mathematics 205B
MATH 206B,Mathematics 206B
MATH 207A,Mathematics 207A
MATH 207B,Mathematics 207B
MATH M209B,Mathematics M209B
MATH 210B,Mathematics 210B
MATH 214A,Mathematics 214A
MATH 220B,Mathematics 220B
MATH 225B,Mathematics 225B
MATH 226A,Mathematics 226A
MATH 229B,Mathematics 229B
MATH 235,Mathematics 235
MATH 245B,Mathematics 245B
MATH 246B,Mathematics 246B
MATH 247B,Mathematics 247B
MATH 251B,Mathematics 251B
MATH 254A,Mathematics 254A
MATH 266B,Mathematics 266B
MATH 269B,Mathematics 269B
MATH 270B,Mathematics 270B
MATH 273B,Mathematics 273B
MATH 274A,Mathematics 274A
MATH 275B,Mathematics 275B
MATH 285I,Mathematics 285I
MATH 290B,Mathematics 290B
MATH 290C,Mathematics 290C
MATH 290D,Mathematics 290D
MATH 290F,Mathematics 290F
MATH 290G,Mathematics 290G
MATH 290I,Mathematics 290I
MATH 290J,Mathematics 290J
MATH 290K,Mathematics 290K
MATH 290M,Mathematics 290M
MATH 290N,Mathematics 290N
MATH 296B,Mathematics 296B
MATH 296D,Mathematics 296D
MATH 296F,Mathematics 296F
MATH 296G,Mathematics 296G
MATH 296I,Mathematics 296I
MATH 296J,Mathematics 296J
MATH 296K,Mathematics 296K
MATH 296N,Mathematics 296N
MATH 596,Mathematics 596
MATH 599,Mathematics 599
COMPTNG 10A,Mathematics 10A
COMPTNG 10B,Mathematics 10B
COMPTNG 10C,Mathematics 10C
COMPTNG 16A,Mathematics 16A
COMPTNG 16B,Mathematics 16B
COMPTNG 20A,Mathematics 20A
COMPTNG 40A,Mathematics 40A
MC&IP 262,"Molecular, Cellular, and Integrative Physiology 262"
MC&IP 296,"Molecular, Cellular, and Integrative Physiology 296"
MC&IP 596,"Molecular, Cellular, and Integrative Physiology 596"
MC&IP 597,"Molecular, Cellular, and Integrative Physiology 597"
MC&IP 599,"Molecular, Cellular, and Integrative Physiology 599"
MCD BIO 50,"Molecular, Cell, and Developmental Biology 50"
MCD BIO 60,"Molecular, Cell, and Developmental Biology 60"
MCD BIO 99,"Molecular, Cell, and Developmental Biology 99"
MCD BIO 104AL,"Molecular, Cell, and Developmental Biology 104AL"
MCD BIO 138,"Molecular, Cell, and Developmental Biology 138"
MCD BIO M140,"Molecular, Cell, and Developmental Biology M140"
MCD BIO 142,"Molecular, Cell, and Developmental Biology 142"
MCD BIO 144,"Molecular, Cell, and Developmental Biology 144"
MCD BIO CM156,"Molecular, Cell, and Developmental Biology CM156"
MCD BIO 165A,"Molecular, Cell, and Developmental Biology 165A"
MCD BIO M175B,"Molecular, Cell, and Developmental Biology M175B"
MCD BIO 180A,"Molecular, Cell, and Developmental Biology 180A"
MCD BIO 180B,"Molecular, Cell, and Developmental Biology 180B"
MCD BIO 188,"Molecular, Cell, and Developmental Biology 188"
MCD BIO 191,"Molecular, Cell, and Developmental Biology 191"
MCD BIO 192B,"Molecular, Cell, and Developmental Biology 192B"
MCD BIO 193,"Molecular, Cell, and Developmental Biology 193"
MCD BIO 194A,"Molecular, Cell, and Developmental Biology 194A"
MCD BIO 196A,"Molecular, Cell, and Developmental Biology 196A"
MCD BIO 196B,"Molecular, Cell, and Developmental Biology 196B"
MCD BIO 198A,"Molecular, Cell, and Developmental Biology 198A"
MCD BIO 198B,"Molecular, Cell, and Developmental Biology 198B"
MCD BIO 198C,"Molecular, Cell, and Developmental Biology 198C"
MCD BIO 198D,"Molecular, Cell, and Developmental Biology 198D"
MCD BIO 199,"Molecular, Cell, and Developmental Biology 199"
MCD BIO 199A,"Molecular, Cell, and Developmental Biology 199A"
MCD BIO 199B,"Molecular, Cell, and Developmental Biology 199B"
MCD BIO 199C,"Molecular, Cell, and Developmental Biology 199C"
MCD BIO 199D,"Molecular, Cell, and Developmental Biology 199D"
MCD BIO M230D,"Molecular, Cell, and Developmental Biology M230D"
MCD BIO CM256,"Molecular, Cell, and Developmental Biology CM256"
MCD BIO 296,"Molecular, Cell, and Developmental Biology 296"
MCD BIO 596,"Molecular, Cell, and Developmental Biology 596"
MCD BIO 597,"Molecular, Cell, and Developmental Biology 597"
MCD BIO 598,"Molecular, Cell, and Developmental Biology 598"
MCD BIO 599,"Molecular, Cell, and Developmental Biology 599"
MECH&AE M20,Mechanical and Aerospace Engineering M20
MECH&AE 82,Mechanical and Aerospace Engineering 82
MECH&AE 94,Mechanical and Aerospace Engineering 94
MECH&AE 99,Mechanical and Aerospace Engineering 99
MECH&AE 101,Mechanical and Aerospace Engineering 101
MECH&AE 102,Mechanical and Aerospace Engineering 102
MECH&AE 103,Mechanical and Aerospace Engineering 103
MECH&AE 105A,Mechanical and Aerospace Engineering 105A
MECH&AE 105D,Mechanical and Aerospace Engineering 105D
MECH&AE 107,Mechanical and Aerospace Engineering 107
MECH&AE 133A,Mechanical and Aerospace Engineering 133A
MECH&AE CM140,Mechanical and Aerospace Engineering CM140
MECH&AE 150A,Mechanical and Aerospace Engineering 150A
MECH&AE 150C,Mechanical and Aerospace Engineering 150C
MECH&AE 154A,Mechanical and Aerospace Engineering 154A
MECH&AE 156A,Mechanical and Aerospace Engineering 156A
MECH&AE 157W,Mechanical and Aerospace Engineering 157W
MECH&AE 161B,Mechanical and Aerospace Engineering 161B
MECH&AE C162B,Mechanical and Aerospace Engineering C162B
MECH&AE 162D,Mechanical and Aerospace Engineering 162D
MECH&AE C163B,Mechanical and Aerospace Engineering C163B
MECH&AE 166C,Mechanical and Aerospace Engineering 166C
MECH&AE 171A,Mechanical and Aerospace Engineering 171A
MECH&AE 172,Mechanical and Aerospace Engineering 172
MECH&AE 183A,Mechanical and Aerospace Engineering 183A
MECH&AE M183B,Mechanical and Aerospace Engineering M183B
MECH&AE 194,Mechanical and Aerospace Engineering 194
MECH&AE 199,Mechanical and Aerospace Engineering 199
MECH&AE 231C,Mechanical and Aerospace Engineering 231C
MECH&AE CM240,Mechanical and Aerospace Engineering CM240
MECH&AE 250A,Mechanical and Aerospace Engineering 250A
MECH&AE 250D,Mechanical and Aerospace Engineering 250D
MECH&AE M256A,Mechanical and Aerospace Engineering M256A
MECH&AE 259B,Mechanical and Aerospace Engineering 259B
MECH&AE 260,Mechanical and Aerospace Engineering 260
MECH&AE C263B,Mechanical and Aerospace Engineering C263B
MECH&AE M269A,Mechanical and Aerospace Engineering M269A
MECH&AE 270B,Mechanical and Aerospace Engineering 270B
MECH&AE 271B,Mechanical and Aerospace Engineering 271B
MECH&AE M280B,Mechanical and Aerospace Engineering M280B
MECH&AE 285,Mechanical and Aerospace Engineering 285
MECH&AE C294A,Mechanical and Aerospace Engineering C294A
MECH&AE 298,Mechanical and Aerospace Engineering 298
MECH&AE 596,Mechanical and Aerospace Engineering 596
MECH&AE 597A,Mechanical and Aerospace Engineering 597A
MECH&AE 597B,Mechanical and Aerospace Engineering 597B
MECH&AE 597C,Mechanical and Aerospace Engineering 597C
MECH&AE 598,Mechanical and Aerospace Engineering 598
MECH&AE 599,Mechanical and Aerospace Engineering 599
MED 19,Medicine 19
MED 99,Medicine 99
MED 188SB,Medicine 188SB
MED 199,Medicine 199
MGMTMSA 403,Management 403
MGMT 275,Management 275
MGMT 298E,Management 298E
MGMT 489,Management 489
MGMTEX 409,Management 409
MGMTEX 411,Management 411
MGMTEX 414B,Management 414B
MGMTEX 428A,Management 428A
MGMTEX 439,Management 439
MGMTEX 416,Management 416
MGMTEX 440,Management 440
MGMT 273,Management 273
MGMTFE 416,Management 416
MGMTFE 415,Management 415
MGMT 1A,Management 1A
MGMT 1B,Management 1B
MGMT 19,Management 19
MGMT 99,Management 99
MGMT 108,Management 108
MGMT 120A,Management 120A
MGMT 120B,Management 120B
MGMT 121,Management 121
MGMT 122,Management 122
MGMT 126,Management 126
MGMT 127A,Management 127A
MGMT 127B,Management 127B
MGMT 142B,Management 142B
MGMT 159,Management 159
MGMT 160,Management 160
MGMT 161,Management 161
MGMT 165,Management 165
MGMT 167,Management 167
MGMT 168,Management 168
MGMT 169,Management 169
MGMT 170,Management 170
MGMT 199,Management 199
MGMT 205A,Management 205A
MGMT 206,Management 206
MGMT 215B,Management 215B
MGMT 218,Management 218
MGMT 223,Management 223
MGMT 228,Management 228
MGMT 231D,Management 231D
MGMT 232F,Management 232F
MGMT 241A,Management 241A
MGMT 250D,Management 250D
MGMT 254,Management 254
MGMT 262,Management 262
MGMT 263A,Management 263A
MGMT 265,Management 265
MGMT M271A,Management M271A
MGMT 274B,Management 274B
MGMT 278A,Management 278A
MGMT 279B,Management 279B
MGMT 281B,Management 281B
MGMT 293C,Management 293C
MGMT 295A,Management 295A
MGMT 295D,Management 295D
MGMT 295F,Management 295F
MGMT 298D,Management 298D
MGMT 298H,Management 298H
MGMT 407,Management 407
MGMT 457C,Management 457C
MGMT 458A,Management 458A
MGMT 458B,Management 458B
MGMT 596,Management 596
MGMT 597,Management 597
MGMT 598,Management 598
MGMT 599,Management 599
MGMTEX 260B,Management 260B
MGMTEX 414D,Management 414D
MGMTEX 423A,Management 423A
MGMTFT 408,Management 408
MGMTFT 409,Management 409
MGMTFT 410,Management 410
MGMTFT 411,Management 411
MGMTFT 422,Management 422
MGMTFT 423B,Management 423B
MGMTFT 426,Management 426
MGMTFT 428A,Management 428A
MGMTFT 428B,Management 428B
MGMTFE 409,Management 409
MGMTFE 411,Management 411
MGMTFE 422,Management 422
MGMTFE 426,Management 426
MGMTGEX 409,Management 409
MGMTGEX 412,Management 412
MGMTGEX 428A,Management 428A
MGMTGEX 445A,Management 445A
MGMTMFE 406,Management 406
MGMTMFE 407,Management 407
MGMTMFE 408,Management 408
MGMTMFE 412,Management 412
MGMTMFE 415B,Management 415B
MGMTMSA 404,Management 404
MGMTMSA 405,Management 405
MGMTMSA 406,Management 406
MGMTMSA 407,Management 407
MGMTPHD 200,Management 200
MGMTPHD 201B,Management 201B
MGMTPHD 202B,Management 202B
MGMTPHD 204B,Management 204B
MGMTPHD 205B,Management 205B
MGMTPHD 206B,Management 206B
MGMTPHD 207B,Management 207B
MGMTPHD 208B,Management 208B
MGMTPHD 209B,Management 209B
MGMTPHD 235,Management 235
MGMTPHD 239,Management 239
MGMTPHD 248,Management 248
MIL SCI Z,Military Science Z
MIL SCI 12,Military Science 12
MIL SCI 22,Military Science 22
MIL SCI 110,Military Science 110
MIL SCI 132,Military Science 132
MIL SCI 142,Military Science 142
MIMG 99,"Microbiology, Immunology, and Molecular Genetics 99"
MIMG 101,"Microbiology, Immunology, and Molecular Genetics 101"
MIMG 102,"Microbiology, Immunology, and Molecular Genetics 102"
MIMG 103BL,"Microbiology, Immunology, and Molecular Genetics 103BL"
MIMG 109AL,"Microbiology, Immunology, and Molecular Genetics 109AL"
MIMG CM156,"Microbiology, Immunology, and Molecular Genetics CM156"
MIMG 158,"Microbiology, Immunology, and Molecular Genetics 158"
MIMG 168,"Microbiology, Immunology, and Molecular Genetics 168"
MIMG 180A,"Microbiology, Immunology, and Molecular Genetics 180A"
MIMG 185A,"Microbiology, Immunology, and Molecular Genetics 185A"
MIMG 191H,"Microbiology, Immunology, and Molecular Genetics 191H"
MIMG 192,"Microbiology, Immunology, and Molecular Genetics 192"
MIMG 194A,"Microbiology, Immunology, and Molecular Genetics 194A"
MIMG 196A,"Microbiology, Immunology, and Molecular Genetics 196A"
MIMG 198A,"Microbiology, Immunology, and Molecular Genetics 198A"
MIMG 198B,"Microbiology, Immunology, and Molecular Genetics 198B"
MIMG 198C,"Microbiology, Immunology, and Molecular Genetics 198C"
MIMG 199,"Microbiology, Immunology, and Molecular Genetics 199"
MIMG CM256,"Microbiology, Immunology, and Molecular Genetics CM256"
MIMG 262B,"Microbiology, Immunology, and Molecular Genetics 262B"
MIMG 296,"Microbiology, Immunology, and Molecular Genetics 296"
MIMG 596,"Microbiology, Immunology, and Molecular Genetics 596"
MIMG 598,"Microbiology, Immunology, and Molecular Genetics 598"
MIMG 599,"Microbiology, Immunology, and Molecular Genetics 599"
MOL BIO 254D,Molecular Biology 254D
MOL BIO 255,Molecular Biology 255
MOL BIO 300,Molecular Biology 300
MOL BIO 596,Molecular Biology 596
MOL BIO 599,Molecular Biology 599
MSC IND 1,Music Industry 1
MSC IND 2,Music Industry 2
MSC IND 4,Music Industry 4
MSC IND 5,Music Industry 5
MSC IND 10B,Music Industry 10B
MSC IND 20A,Music Industry 20A
MSC IND 25,Music Industry 25
MSC IND 29,Music Industry 29
MSC IND 70,Music Industry 70
MSC IND 95,Music Industry 95
MSC IND 101,Music Industry 101
MSC IND 107A,Music Industry 107A
MSC IND 111A,Music Industry 111A
MSC IND 112B,Music Industry 112B
MSC IND 112C,Music Industry 112C
MSC IND 113A,Music Industry 113A
MSC IND 114B,Music Industry 114B
MSC IND 115B,Music Industry 115B
MSC IND 116A,Music Industry 116A
MSC IND 122,Music Industry 122
MSC IND 129,Music Industry 129
MSC IND 132,Music Industry 132
MSC IND 144,Music Industry 144
MSC IND M182,Music Industry M182
MSC IND 187B,Music Industry 187B
MSC IND 188,Music Industry 188
MSC IND 195,Music Industry 195
MSC IND 195CE,Music Industry 195CE
MUSC M6B,Music M6B
MUSC 15,Music 15
MUSC 19,Music 19
MUSC 20B,Music 20B
MUSC 21B,Music 21B
MUSC 30B,Music 30B
MUSC 60A,Music 60A
MUSC 60B,Music 60B
MUSC 60C,Music 60C
MUSC 60D,Music 60D
MUSC 60E,Music 60E
MUSC 60F,Music 60F
MUSC 60G,Music 60G
MUSC 60H,Music 60H
MUSC 60I,Music 60I
MUSC 60J,Music 60J
MUSC 60K,Music 60K
MUSC 60L,Music 60L
MUSC 60M,Music 60M
MUSC 60N,Music 60N
MUSC 60O,Music 60O
MUSC 60P,Music 60P
MUSC 60S,Music 60S
MUSC 60T,Music 60T
MUSC 61A,Music 61A
MUSC 61B,Music 61B
MUSC 61C,Music 61C
MUSC 66,Music 66
MUSC 74B,Music 74B
MUSC 80F,Music 80F
MUSC M90T,Music M90T
MUSC 102B,Music 102B
MUSC 106B,Music 106B
MUSC 110A,Music 110A
MUSC 110C,Music 110C
MUSC 111B,Music 111B
MUSC 114B,Music 114B
MUSC 114D,Music 114D
MUSC 117,Music 117
MUSC 120B,Music 120B
MUSC C158F,Music C158F
MUSC 160A,Music 160A
MUSC 160B,Music 160B
MUSC 160C,Music 160C
MUSC 160D,Music 160D
MUSC 160E,Music 160E
MUSC 160F,Music 160F
MUSC 160G,Music 160G
MUSC 160H,Music 160H
MUSC 160I,Music 160I
MUSC 160J,Music 160J
MUSC 160K,Music 160K
MUSC 160L,Music 160L
MUSC 160M,Music 160M
MUSC 160N,Music 160N
MUSC 160O,Music 160O
MUSC 160P,Music 160P
MUSC 160S,Music 160S
MUSC 160T,Music 160T
MUSC 161A,Music 161A
MUSC 161B,Music 161B
MUSC 161C,Music 161C
MUSC 163A,Music 163A
MUSC 163B,Music 163B
MUSC 163C,Music 163C
MUSC 163D,Music 163D
MUSC 163E,Music 163E
MUSC 163F,Music 163F
MUSC 163G,Music 163G
MUSC 163H,Music 163H
MUSC 163I,Music 163I
MUSC 163J,Music 163J
MUSC 163K,Music 163K
MUSC 163L,Music 163L
MUSC 163M,Music 163M
MUSC 163N,Music 163N
MUSC 163O,Music 163O
MUSC 163P,Music 163P
MUSC 163S,Music 163S
MUSC 163T,Music 163T
MUSC 163V,Music 163V
MUSC 166,Music 166
MUSC 167A,Music 167A
MUSC 167B,Music 167B
MUSC 167C,Music 167C
MUSC 167D,Music 167D
MUSC 167E,Music 167E
MUSC 167F,Music 167F
MUSC 167G,Music 167G
MUSC 167H,Music 167H
MUSC 167I,Music 167I
MUSC 167J,Music 167J
MUSC 167K,Music 167K
MUSC 167L,Music 167L
MUSC 167M,Music 167M
MUSC 167N,Music 167N
MUSC 167O,Music 167O
MUSC 167P,Music 167P
MUSC 167S,Music 167S
MUSC 167T,Music 167T
MUSC 168,Music 168
MUSC 169,Music 169
MUSC C171,Music C171
MUSC C175A,Music C175A
MUSC C175B,Music C175B
MUSC C175C,Music C175C
MUSC C175D,Music C175D
MUSC C175E,Music C175E
MUSC C175F,Music C175F
MUSC C175G,Music C175G
MUSC C176,Music C176
MUSC CM182,Music CM182
MUSC C185A,Music C185A
MUSC C185B,Music C185B
MUSC C185C,Music C185C
MUSC C185D,Music C185D
MUSC C185E,Music C185E
MUSC 185F,Music 185F
MUSC C185G,Music C185G
MUSC 185H,Music 185H
MUSC C188,Music C188
MUSC 197,Music 197
MUSC M201,Music M201
MUSC 203,Music 203
MUSC C226,Music C226
MUSC 251,Music 251
MUSC 255,Music 255
MUSC 261F,Music 261F
MUSC 266,Music 266
MUSC C271,Music C271
MUSC C292,Music C292
MUSC 401,Music 401
MUSC C458F,Music C458F
MUSC 460A,Music 460A
MUSC 460B,Music 460B
MUSC 460C,Music 460C
MUSC 460D,Music 460D
MUSC 460E,Music 460E
MUSC 460F,Music 460F
MUSC 460G,Music 460G
MUSC 460H,Music 460H
MUSC 460I,Music 460I
MUSC 460J,Music 460J
MUSC 460K,Music 460K
MUSC 460L,Music 460L
MUSC 460M,Music 460M
MUSC 460N,Music 460N
MUSC 460O,Music 460O
MUSC 460P,Music 460P
MUSC 460S,Music 460S
MUSC 460T,Music 460T
MUSC 461A,Music 461A
MUSC 461B,Music 461B
MUSC 466,Music 466
MUSC 469,Music 469
MUSC 472,Music 472
MUSC 475,Music 475
MUSC C480A,Music C480A
MUSC C480B,Music C480B
MUSC C480C,Music C480C
MUSC C480D,Music C480D
MUSC C480E,Music C480E
MUSC C480G,Music C480G
MUSC C485A,Music C485A
MUSC C485B,Music C485B
MUSC C485C,Music C485C
MUSC C485D,Music C485D
MUSC C485E,Music C485E
MUSC C485F,Music C485F
MUSC C485G,Music C485G
MUSC 486,Music 486
MUSC 495,Music 495
MUSC 595A,Music 595A
MUSC 595B,Music 595B
MUSC 596A,Music 596A
MUSC 596D,Music 596D
MUSC 597,Music 597
MUSC 598,Music 598
MUSC 599,Music 599
MUSCLG M6B,Musicology M6B
MUSCLG 35,Musicology 35
MUSCLG 68,Musicology 68
MUSCLG M80,Musicology M80
MUSCLG CM90T,Musicology CM90T
MUSCLG 125B,Musicology 125B
MUSCLG M136,Musicology M136
MUSCLG 168,Musicology 168
MUSCLG CM186,Musicology CM186
MUSCLG 187B,Musicology 187B
MUSCLG 188SB,Musicology 188SB
MUSCLG 200B,Musicology 200B
MUSCLG M201,Musicology M201
MUSCLG 202,Musicology 202
MUSCLG 248,Musicology 248
MUSCLG 299,Musicology 299
MUSCLG C490T,Musicology C490T
MUSCLG 596,Musicology 596
MUSCLG 597,Musicology 597
MUSCLG 599,Musicology 599
NAV SCI Z,Naval Science Z
NAV SCI 20A,Naval Science 20A
NAV SCI 101A,Naval Science 101A
NAV SCI 103,Naval Science 103
MED HIS 19,Neurobiology 19
NEURBIO 99,Neurobiology 99
NEURBIO 199,Neurobiology 199
NEURLGY 99,Neurology 99
NEURLGY 199,Neurology 199
NEURO M203,Neuroscience-Graduate M203
NEURO 205,Neuroscience-Graduate 205
NEURO 210B,Neuroscience-Graduate 210B
NEURO 211A,Neuroscience-Graduate 211A
NEURO 215,Neuroscience-Graduate 215
NEURO C277,Neuroscience-Graduate C277
NEURO 596,Neuroscience-Graduate 596
NEURO 597,Neuroscience-Graduate 597
NEURO 599,Neuroscience-Graduate 599
NEUROSC 19,Neuroscience 19
NEUROSC 99,Neuroscience 99
NEUROSC M101B,Neuroscience M101B
NEUROSC M116A,Neuroscience M116A
NEUROSC 142,Neuroscience 142
NEUROSC M176,Neuroscience M176
NEUROSC C177,Neuroscience C177
NEUROSC 188SB,Neuroscience 188SB
NEUROSC 189HC,Neuroscience 189HC
NEUROSC 191A,Neuroscience 191A
NEUROSC 191H,Neuroscience 191H
NEUROSC 192BX,Neuroscience 192BX
NEUROSC 198A,Neuroscience 198A
NEUROSC 198B,Neuroscience 198B
NEUROSC 199A,Neuroscience 199A
NEUROSC 199B,Neuroscience 199B
NEUROSC 199C,Neuroscience 199C
NEURSGY 99,Neurosurgery 99
NEURSGY 199,Neurosurgery 199
AN N EA 12W,Near Eastern Languages and Cultures 12W
AN N EA 14W,Near Eastern Languages and Cultures 14W
AN N EA 15W,Near Eastern Languages and Cultures 15W
AN N EA M50B,Near Eastern Languages and Cultures M50B
AN N EA C106B,Near Eastern Languages and Cultures C106B
AN N EA CM163,Near Eastern Languages and Cultures CM163
AN N EA M166,Near Eastern Languages and Cultures M166
AN N EA M168B,Near Eastern Languages and Cultures M168B
AN N EA C206B,Near Eastern Languages and Cultures C206B
AN N EA M208,Near Eastern Languages and Cultures M208
AN N EA 210,Near Eastern Languages and Cultures 210
AN N EA 220,Near Eastern Languages and Cultures 220
AN N EA 596,Near Eastern Languages and Cultures 596
AN N EA 597,Near Eastern Languages and Cultures 597
AN N EA 599,Near Eastern Languages and Cultures 599
ARABIC 1B,Near Eastern Languages and Cultures 1B
ARABIC 102B,Near Eastern Languages and Cultures 102B
ARABIC 103B,Near Eastern Languages and Cultures 103B
ARABIC CM106,Near Eastern Languages and Cultures CM106
ARABIC 111A,Near Eastern Languages and Cultures 111A
ARABIC 181,Near Eastern Languages and Cultures 181
ARABIC C206,Near Eastern Languages and Cultures C206
ARABIC 250,Near Eastern Languages and Cultures 250
ARABIC 596,Near Eastern Languages and Cultures 596
ARABIC 597,Near Eastern Languages and Cultures 597
ARABIC 599,Near Eastern Languages and Cultures 599
ARMENIA 101B,Near Eastern Languages and Cultures 101B
ARMENIA 102B,Near Eastern Languages and Cultures 102B
ARMENIA 104B,Near Eastern Languages and Cultures 104B
ARMENIA 106B,Near Eastern Languages and Cultures 106B
ARMENIA 230A,Near Eastern Languages and Cultures 230A
ARMENIA 596,Near Eastern Languages and Cultures 596
ARMENIA 597,Near Eastern Languages and Cultures 597
ARMENIA 599,Near Eastern Languages and Cultures 599
HEBREW 1B,Near Eastern Languages and Cultures 1B
HEBREW 102B,Near Eastern Languages and Cultures 102B
HEBREW 235,Near Eastern Languages and Cultures 235
HEBREW 596,Near Eastern Languages and Cultures 596
HEBREW 597,Near Eastern Languages and Cultures 597
HEBREW 599,Near Eastern Languages and Cultures 599
IRANIAN 1B,Near Eastern Languages and Cultures 1B
IRANIAN 20B,Near Eastern Languages and Cultures 20B
IRANIAN 102B,Near Eastern Languages and Cultures 102B
IRANIAN 103B,Near Eastern Languages and Cultures 103B
IRANIAN CM163,Near Eastern Languages and Cultures CM163
IRANIAN M178,Near Eastern Languages and Cultures M178
IRANIAN 187,Near Eastern Languages and Cultures 187
IRANIAN M210,Near Eastern Languages and Cultures M210
IRANIAN 220B,Near Eastern Languages and Cultures 220B
IRANIAN M230A,Near Eastern Languages and Cultures M230A
IRANIAN 231A,Near Eastern Languages and Cultures 231A
IRANIAN 596,Near Eastern Languages and Cultures 596
IRANIAN 597,Near Eastern Languages and Cultures 597
IRANIAN 599,Near Eastern Languages and Cultures 599
ISLM ST M27B,Near Eastern Languages and Cultures M27B
ISLM ST M111,Near Eastern Languages and Cultures M111
ISLM ST 200,Near Eastern Languages and Cultures 200
ISLM ST 596,Near Eastern Languages and Cultures 596
ISLM ST 597,Near Eastern Languages and Cultures 597
ISLM ST 598,Near Eastern Languages and Cultures 598
ISLM ST 599,Near Eastern Languages and Cultures 599
JEWISH M80,Near Eastern Languages and Cultures M80
JEWISH M150A,Near Eastern Languages and Cultures M150A
JEWISH M178,Near Eastern Languages and Cultures M178
M E STD M50B,Near Eastern Languages and Cultures M50B
M E STD M111,Near Eastern Languages and Cultures M111
NR EAST 596,Near Eastern Languages and Cultures 596
NR EAST 597,Near Eastern Languages and Cultures 597
NR EAST 599,Near Eastern Languages and Cultures 599
SEMITIC 130,Near Eastern Languages and Cultures 130
SEMITIC 230,Near Eastern Languages and Cultures 230
SEMITIC 240,Near Eastern Languages and Cultures 240
TURKIC 101B,Near Eastern Languages and Cultures 101B
TURKIC 102B,Near Eastern Languages and Cultures 102B
TURKIC 210A,Near Eastern Languages and Cultures 210A
NURSING 3,Nursing 3
NURSING 20,Nursing 20
NURSING 99,Nursing 99
NURSING 115,Nursing 115
NURSING 150B,Nursing 150B
NURSING 162A,Nursing 162A
NURSING 168,Nursing 168
NURSING 171,Nursing 171
NURSING M172,Nursing M172
NURSING M172XP,Nursing M172XP
NURSING 173W,Nursing 173W
NURSING 196,Nursing 196
NURSING 199,Nursing 199
NURSING 202,Nursing 202
NURSING 205A,Nursing 205A
NURSING 210B,Nursing 210B
NURSING 211,Nursing 211
NURSING 216A,Nursing 216A
NURSING 223,Nursing 223
NURSING 224,Nursing 224
NURSING 225A,Nursing 225A
NURSING 230B,Nursing 230B
NURSING 232,Nursing 232
NURSING 237B,Nursing 237B
NURSING 238A,Nursing 238A
NURSING 239A,Nursing 239A
NURSING 264,Nursing 264
NURSING 291A,Nursing 291A
NURSING 291C,Nursing 291C
NURSING 295B,Nursing 295B
NURSING 299B,Nursing 299B
NURSING 403,Nursing 403
NURSING 404,Nursing 404
NURSING 406,Nursing 406
NURSING 410,Nursing 410
NURSING 416A,Nursing 416A
NURSING 416D,Nursing 416D
NURSING 429A,Nursing 429A
NURSING 429D,Nursing 429D
NURSING 437B,Nursing 437B
NURSING 438A,Nursing 438A
NURSING 438C,Nursing 438C
NURSING 439D,Nursing 439D
NURSING 444,Nursing 444
NURSING 465A,Nursing 465A
NURSING 467,Nursing 467
NURSING 470C,Nursing 470C
NURSING 496B,Nursing 496B
NURSING 596,Nursing 596
NURSING 597,Nursing 597
NURSING 599,Nursing 599
OBGYN 99,Obstetrics and Gynecology 99
