course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
NEUROSC 198B,Neuroscience 198B,"{'type': 'AND', 'conditions': ['Neuroscience 198A']}",VAR,12:00 am,12:00 am,,,"Izquierdo, A."
NEUROSC 198B,Neuroscience 198B,"{'type': 'AND', 'conditions': ['Neuroscience 198A']}",VAR,12:00 am,12:00 am,,,"Nathanson, D.A."
NEUROSC 198B,Neuroscience 198B,"{'type': 'AND', 'conditions': ['Neuroscience 198A']}",VAR,12:00 am,12:00 am,,,"Rexach, J."
NEUROSC 198B,Neuroscience 198B,"{'type': 'AND', 'conditions': ['Neuroscience 198A']}",VAR,12:00 am,12:00 am,,,"Wassum, K."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Vossel, K.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Wikenheiser, A.M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Bearden, C.E."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Rexach, J."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Green, S.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Reavis, E.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Evans, C.J."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Kuhn, T."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Bookheimer, S.Y."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Annabi, N."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Frye, M.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"London, E.D."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Wilke, S.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Colwell, C.S."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Mehta, M.R."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Mazumder, R."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Diaz-Santos, M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Cahill, C.M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Yang, X.W."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Ellingson, B.M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Poe, G.R."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Mathews, P.J."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Portera-Cailliau,"
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Wells, M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Iacoboni, M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Thames, A.D."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Denardo, L.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Akin, O."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Staba, R.J."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Divakaruni, A.S."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Cooper, Z.D."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Cross, K.A."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Fox, M.M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Harris, N.G."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Churchland, A.K."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Donlea, J.M."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"Hoffman, L.F."
NEUROSC 199A,Neuroscience 199A,"{'type': 'AND', 'conditions': ['Neuroscience 99', 'Neuroscience M101A']}",VAR,12:00 am,12:00 am,,,"John, V."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Kornblum, H.I."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Nuechterlein, K.H."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Khakh, B.S."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Kumar, R."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Golshani, P."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Hinman, J.D."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Rissman, J.A."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Lu, D.C."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Tomiyama, J."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Mazumder, R."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Mody, I."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Annabi, N."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Wells, M."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Arac, A."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Chang, L."
NEUROSC 199B,Neuroscience 199B,"{'type': 'AND', 'conditions': ['Neuroscience 199A']}",VAR,12:00 am,12:00 am,,,"Peng, C."
NEUROSC 199C,Neuroscience 199C,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Neuroscience 198B', 'Neuroscience 199B']}]}",VAR,12:00 am,12:00 am,,,"Bhaduri, A."
NEUROSC 199C,Neuroscience 199C,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Neuroscience 198B', 'Neuroscience 199B']}]}",VAR,12:00 am,12:00 am,,,"Bitan, G."
NEUROSC 199C,Neuroscience 199C,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Neuroscience 198B', 'Neuroscience 199B']}]}",VAR,12:00 am,12:00 am,,,"John, V."
AN N EA 12W,Near Eastern Languages and Cultures 12W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,05:00 pm,06:15 pm,DODD,00162,"Smoak, J.D."
AN N EA 14W,Near Eastern Languages and Cultures 14W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",TR,11:00 am,12:15 pm,KAPLAN,00135,"Bonesho, C.E."
AN N EA 15W,Near Eastern Languages and Cultures 15W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",VAR,12:00 am,12:00 am,ONLINE,00000AS,"Keith, B.J.; Cooney, K.M."
AN N EA 210,Near Eastern Languages and Cultures 210,"{'type': 'AND', 'conditions': ['Ancient Near East 121A', 'Ancient Near East 121B', 'Ancient Near East 121C']}",W,09:00 am,10:50 am,KAPLAN,00398,"Cooney, K.M."
ARABIC 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Arabic 1A']}",MF,10:00 am,11:50 am,MS,05217,"Al Rifae, K.A."
ARABIC 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Arabic 1A']}",W,10:00 am,11:50 am,ROYCE,00190,"Al Rifae, K.A."
ARABIC 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Arabic 1A']}",MF,12:00 pm,01:50 pm,MS,05217,"Al Rifae, K.A."
ARABIC 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Arabic 1A']}",W,12:00 pm,01:50 pm,PUB AFF,02325,"Al Rifae, K.A."
ARABIC 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Arabic 1A']}",MWF,02:00 pm,03:50 pm,PUB AFF,01329,"Alzohairy, A.; Al Rifae, K.A."
ARABIC 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Arabic 102A']}",TR,09:30 am,10:45 am,KAUFMAN,00153,"Hamza, A.T."
ARABIC 103B,Near Eastern Languages and Cultures 103B,"{'type': 'AND', 'conditions': ['Arabic 102A', 'Arabic 102B', 'Arabic 102C']}",TR,12:30 pm,01:45 pm,BUNCHE,01265,"Hamza, A.T."
ARABIC 111A,Near Eastern Languages and Cultures 111A,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Arabic 1C', 'Arabic 8']}]}",TR,02:00 pm,03:15 pm,BUNCHE,01265,"Hamza, A.T."
ARMENIA 106B,Near Eastern Languages and Cultures 106B,"{'type': 'AND', 'conditions': ['Armenian 105C']}",MF,11:00 am,12:50 pm,ROLFE,03120,"Hovhannisyan, T."
ARMENIA 106B,Near Eastern Languages and Cultures 106B,"{'type': 'AND', 'conditions': ['Armenian 105C']}",W,11:00 am,12:50 pm,BUNCHE,02150,"Hovhannisyan, T."
HEBREW 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Hebrew 1A']}",MTWRF,10:00 am,10:50 am,BUNCHE,02156,"Birnbaum, S.H."
HEBREW 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Hebrew 102A']}",MTWRF,09:00 am,09:50 am,BUNCHE,02156,"Birnbaum, S.H."
IRANIAN 1B,Near Eastern Languages and Cultures 1B,"{'type': 'AND', 'conditions': ['Iranian 1A']}",MWF,08:00 am,09:50 am,HAINES,A00020,"Pourzangi, B."
IRANIAN 20B,Near Eastern Languages and Cultures 20B,"{'type': 'AND', 'conditions': ['Iranian 20A']}",MWF,08:00 am,09:50 am,KAUFMAN,00153,"Shayani, S."
IRANIAN 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Iranian 102A']}",M,12:00 pm,01:50 pm,BUNCHE,02156,"Shayani, S."
IRANIAN 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Iranian 102A']}",W,11:00 am,12:15 pm,KAPLAN,A00048,"Shayani, S."
IRANIAN 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Iranian 102A']}",W,12:30 pm,01:45 pm,BUNCHE,02156,"Shayani, S."
IRANIAN 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Iranian 102A']}",F,11:00 am,01:50 pm,BUNCHE,02156,"Shayani, S."
IRANIAN 103B,Near Eastern Languages and Cultures 103B,"{'type': 'AND', 'conditions': ['Iranian 102C']}",MW,04:00 pm,05:50 pm,KAPLAN,A00030,"Hagigi, L.E."
ISLM ST M27B,Near Eastern Languages and Cultures M27B,"{'type': 'AND', 'conditions': ['Islamic Studies M27A']}",TR,02:00 pm,03:15 pm,HAINES,00118,"Yarbrough, L.B.; Slyomovics, S."
SEMITIC 130,Near Eastern Languages and Cultures 130,"{'type': 'AND', 'conditions': ['Hebrew 102A', 'Hebrew 102B', 'Hebrew 102C']}",TR,02:00 pm,03:15 pm,BOELTER,05514,"Smoak, J.D."
TURKIC 101B,Near Eastern Languages and Cultures 101B,"{'type': 'AND', 'conditions': ['Turkic Languages 101A']}",MW,10:00 am,11:50 am,KAPLAN,A00030,"Durmus, Z."
TURKIC 101B,Near Eastern Languages and Cultures 101B,"{'type': 'AND', 'conditions': ['Turkic Languages 101A']}",F,10:00 am,10:50 am,KAPLAN,A00030,"Durmus, Z."
TURKIC 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Turkic Languages 101A', 'Turkic Languages 101B', 'Turkic Languages 101C']}",MW,12:00 pm,01:50 pm,KAPLAN,A00030,"Durmus, Z."
TURKIC 102B,Near Eastern Languages and Cultures 102B,"{'type': 'AND', 'conditions': ['Turkic Languages 101A', 'Turkic Languages 101B', 'Turkic Languages 101C']}",F,12:00 pm,12:50 pm,KAPLAN,A00030,"Durmus, Z."
NURSING 20,Nursing 20,"{'type': 'AND', 'conditions': ['Nursing 10']}",T,02:00 pm,03:50 pm,HLTHSCI,23105A,"Salem, B.E."
NURSING 115,Nursing 115,"{'type': 'AND', 'conditions': ['Nursing 54A', 'Nursing 54B']}",R,01:00 pm,03:50 pm,HLTHSCI,63105A,"Giesler, R.; Yun, H."
NURSING 115,Nursing 115,"{'type': 'AND', 'conditions': ['Nursing 54A', 'Nursing 54B']}",F,01:00 pm,02:50 pm,HLTHSCI,63105A,"Giesler, R.; Yun, H."
NURSING 150B,Nursing 150B,"{'type': 'AND', 'conditions': ['Nursing 150A', 'Nursing 152A', 'Nursing 152B', 'Nursing 174']}",R,08:00 am,10:50 am,FACTOR,A00660A,"Wilson, D.L.; Dela Rosa, I.; Bryant, C."
NURSING 162A,Nursing 162A,"{'type': 'AND', 'conditions': ['Nursing 54A', 'Nursing 54B', 'Nursing 150A', 'Nursing 115', 'Nursing 150B']}",F,08:00 am,10:50 am,HLTHSCI,63105A,"Studer, K.M.; Carleton, C."
NURSING 168,Nursing 168,"{'type': 'AND', 'conditions': ['Nursing 161', 'Nursing 162C', 'Nursing 163', 'Nursing 164', 'Nursing 165']}",F,08:00 am,12:50 pm,FACTOR,03648,"Atienza, E.U.; Roces, B."
NURSING 171,Nursing 171,"{'type': 'AND', 'conditions': ['Nursing 161', 'Nursing 162C', 'Nursing 163', 'Nursing 164', 'Nursing 165']}",T,09:00 am,11:50 am,FACTOR,A00660A,"Skrine Jeffers, K."
NURSING M172XP,Nursing M172XP,"{'type': 'AND', 'conditions': ['Nursing M172']}",W,03:00 pm,03:50 pm,FACTOR,04147A,"Clark, L."
NURSING 173W,Nursing 173W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",M,08:00 am,10:20 am,HLTHSCI,63105A,"Macey, P.M.; Furtick, L.H.; Lewis, N.E.; Barner, Q.S."
NURSING 173W,Nursing 173W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3']}]}",W,08:00 am,10:20 am,HLTHSCI,63105A,"Macey, P.M.; Furtick, L.H.; Lewis, N.E.; Barner, Q.S."
NURSING 216A,Nursing 216A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 231', 'Nursing 224']}",T,01:00 pm,04:50 pm,FACTOR,A00660A,"Gawlinski, A.F."
NURSING 224,Nursing 224,"{'type': 'AND', 'conditions': ['Nursing 231']}",T,08:00 am,11:50 am,HLTHSCI,63105A,"Lazar, J.; Gibbs, R.D."
NURSING 230B,Nursing 230B,"{'type': 'AND', 'conditions': ['Nursing 230A']}",R,12:00 pm,01:50 pm,FACTOR,A00660A,"Salem, B.E."
NURSING 237B,Nursing 237B,"{'type': 'AND', 'conditions': ['Nursing 238A', 'Nursing 238B', 'Nursing 237A', 'Nursing 437A', 'Nursing 437B']}",W,08:00 am,10:50 am,FACTOR,04147A,"McGrath, N."
NURSING 238A,Nursing 238A,"{'type': 'AND', 'conditions': ['Nursing 200']}",W,08:00 am,11:50 am,FACTOR,03637,"Westphaln, K.K."
NURSING 239A,Nursing 239A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 224', 'Nursing 231']}",W,01:00 pm,04:50 pm,HLTHSCI,63105A,"Choi, S.E."
NURSING 264,Nursing 264,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Nursing 418A', 'Nursing 438A', 'Nursing 439A']}]}",W,03:00 pm,05:50 pm,FACTOR,A00660A,"Beck, D.C.; Bautista Durand, M; Falls, L."
NURSING 291C,Nursing 291C,"{'type': 'AND', 'conditions': ['Nursing 291B']}",M,09:00 am,11:50 am,FACTOR,02648,"Brecht, M.; Jung, S.; Lucero, R.J.; Tolentino, D.A."
NURSING 295B,Nursing 295B,"{'type': 'AND', 'conditions': ['Nursing 202', 'Nursing 205A', 'Nursing 206A', 'Nursing 210A', 'Nursing 210B', 'Nursing 295A', 'Biostatistics 100B']}",M,12:30 pm,04:20 pm,FACTOR,02648,"Song, Y."
NURSING 299B,Nursing 299B,"{'type': 'AND', 'conditions': ['Nursing 202', 'Nursing 206A', 'Nursing 205A', 'Nursing 206B', 'Nursing 207', 'Nursing 208', 'Nursing 210A', 'Nursing 210B', 'Nursing 295A', 'Biostatistics 100A', 'Biostatistics 201A']}",M,04:30 pm,05:20 pm,ONLINE,00000LA,"Hodge, F.S."
NURSING 416A,Nursing 416A,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,10:00 am,12:00 pm,FACTOR,03648,"Green, S.D."
NURSING 416A,Nursing 416A,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,10:00 am,12:00 pm,FACTOR,02648,"George, S.B."
NURSING 416A,Nursing 416A,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,10:00 am,12:00 pm,FACTOR,03250,"Economou, D."
NURSING 416A,Nursing 416A,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,10:00 am,12:00 pm,FACTOR,05636,"Cronin, K.H."
NURSING 416D,Nursing 416D,"{'type': 'AND', 'conditions': ['Nursing 416C']}",W,01:00 pm,02:50 pm,FACTOR,04147A,"Sidhu, M.K."
NURSING 416D,Nursing 416D,"{'type': 'AND', 'conditions': ['Nursing 416C']}",W,01:00 pm,02:50 pm,FACTOR,02648,"Green, S.D."
NURSING 429A,Nursing 429A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 440']}",W,08:00 am,11:50 am,FACTOR,05642,"Cunningham, C.W."
NURSING 429A,Nursing 429A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 440']}",W,08:00 am,11:50 am,FACTOR,05150,"Rezk-Hanna, M."
NURSING 429A,Nursing 429A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 440']}",W,08:00 am,11:50 am,FACTOR,05242,"Markham, Y.K."
NURSING 429A,Nursing 429A,"{'type': 'AND', 'conditions': ['Nursing 200', 'Nursing 440']}",W,08:00 am,11:50 am,FACTOR,A00660A,"Thomas, E.A."
NURSING 429D,Nursing 429D,"{'type': 'AND', 'conditions': ['Nursing 429C']}",W,01:00 pm,02:50 pm,FACTOR,05642,"Falls, L."
NURSING 429D,Nursing 429D,"{'type': 'AND', 'conditions': ['Nursing 429C']}",W,01:00 pm,02:50 pm,FACTOR,05150,"Leflore, G."
NURSING 429D,Nursing 429D,"{'type': 'AND', 'conditions': ['Nursing 429C']}",W,01:00 pm,02:50 pm,FACTOR,05242,"Cay, C.V."
NURSING 437B,Nursing 437B,"{'type': 'AND', 'conditions': ['Nursing 237A', 'Nursing 437A', 'Nursing 441', 'Nursing 237B']}",W,01:00 pm,02:50 pm,FACTOR,05636,"Smith, L.E."
NURSING 438A,Nursing 438A,"{'type': 'AND', 'conditions': ['Nursing 238A']}",W,01:00 pm,03:50 pm,FACTOR,03637,"Spruill, M.J."
NURSING 438C,Nursing 438C,"{'type': 'AND', 'conditions': ['Nursing 238C']}",W,10:00 am,11:50 am,FACTOR,03148,"McGrath, N."
NURSING 439D,Nursing 439D,"{'type': 'AND', 'conditions': ['Nursing 239C', 'Nursing 439C']}",W,01:00 pm,02:50 pm,FACTOR,A00660A,"Markham, Y.K."
NURSING 444,Nursing 444,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,01:00 pm,05:00 pm,FACTOR,03648,"Gawlinski, A.F."
NURSING 444,Nursing 444,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,01:00 pm,05:00 pm,FACTOR,03148,"George, S.B."
NURSING 444,Nursing 444,"{'type': 'AND', 'conditions': ['Nursing 440']}",W,01:00 pm,05:00 pm,FACTOR,03250,"Hummel, R.F."
NURSING 465A,Nursing 465A,"{'type': 'AND', 'conditions': ['Nursing 174', 'Nursing 230A', 'Nursing 250', 'Nursing 254A']}",F,08:00 am,10:50 am,FACTOR,A00660A,"Demman, B.L.; Labovic, D."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Rowe, T.J.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Roces, B.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Watkins, A.L.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Khan, Z.A.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Niemi, C.A.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Okah, R.O.; Bralock, A.R."
NURSING 467,Nursing 467,"{'type': 'AND', 'conditions': ['Nursing 268', 'Nursing 461', 'Nursing 462', 'Nursing 463', 'Nursing 464', 'Nursing 465A', 'Nursing 465B', 'Nursing 465C']}",VAR,12:00 am,12:00 am,,,"Anugom, J.C.; Bralock, A.R."
NURSING 470C,Nursing 470C,"{'type': 'AND', 'conditions': ['Nursing 470B']}",F,12:00 pm,03:00 pm,HLTHSCI,17323,"Bush, N."
NURSING 496B,Nursing 496B,"{'type': 'AND', 'conditions': ['Nursing 496A']}",F,06:31 pm,07:30 pm,FACTOR,04147A,"Verzemnieks, I.L."
PBMED 202B,Physics and Biology in Medicine 202B,"{'type': 'AND', 'conditions': ['Physics  Biology in Medicine 205']}",,,,,,"Zhang, D.; Bostani, M."
PBMED 217,Physics and Biology in Medicine 217,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A', 'Mathematics 32B', 'Mathematics 33A', 'Mathematics 33B']}",TR,10:00 am,11:30 am,,,"Kim, G.J.; McNitt-Gray, M."
PHILOS 22W,Philosophy 22W,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",TR,11:00 am,12:15 pm,BUNCHE,01209B,"Hieronymi, P."
PHILOS C115,Philosophy C115,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Philosophy 21', 'Philosophy 22']}]}",TR,10:00 am,11:50 am,PUB AFF,02214,"Burge, C.T."
PHILOS 125,Philosophy 125,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Philosophy 31', 'Philosophy 124']}]}",MW,09:30 am,10:45 am,ROLFE,03116,"Clatterbuck, H."
