course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
PHILOS C127B,Philosophy C127B,"{'type': 'AND', 'conditions': ['Philosophy 31']}",MF,11:00 am,12:15 pm,ROYCE,00154,"Salmon, N."
PHILOS 132,Philosophy 132,"{'type': 'AND', 'conditions': ['Philosophy 31']}",TR,09:30 am,10:45 am,PUB AFF,02270,"Odland, T."
PHILOS M175,Philosophy M175,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Philosophy 21', 'Philosophy 22']}]}",TR,12:00 pm,01:50 pm,BUNCHE,03153,"Johnson, M.C."
ASTR 115,Physics and Astronomy 115,"{'type': 'AND', 'conditions': ['Astronomy 81', 'Mathematics 31A', 'Mathematics 31B', {'type': 'OR', 'conditions': ['Physics 1A', 'Physics 1AH']}]}",MWF,02:00 pm,02:50 pm,KNSY PV,01240B,"Larkin, J.E."
ASTR 127,Physics and Astronomy 127,"{'type': 'AND', 'conditions': ['Astronomy 81', 'Astronomy 115', 'Astronomy 117']}",TR,12:30 pm,01:45 pm,PAB,02434,"Hansen, B.M."
ASTR 143,Physics and Astronomy 143,"{'type': 'AND', 'conditions': ['Astronomy 81', 'Astronomy 115', 'Astronomy 117', 'Astronomy 127']}",TR,02:00 pm,03:15 pm,PAB,02748,"Petigura, E.A."
PHYSICS 1A,Physics and Astronomy 1A,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A']}",TR,10:00 am,11:50 am,KNSY PV,01220B,"Tserkovnyak, Y."
PHYSICS 1A,Physics and Astronomy 1A,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A']}",TR,12:00 pm,01:50 pm,PAB,01425,"Tung, N.C."
PHYSICS 1A,Physics and Astronomy 1A,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A']}",TR,08:00 am,09:50 am,KNSY PV,01220B,"Vassiliev, V.V."
PHYSICS 1A,Physics and Astronomy 1A,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A']}",TR,02:00 pm,03:50 pm,KNSY PV,01220B,"Gelmini, G.B."
PHYSICS 1A,Physics and Astronomy 1A,"{'type': 'AND', 'conditions': ['Mathematics 31A', 'Mathematics 31B', 'Mathematics 32A']}",MTWF,03:00 pm,03:50 pm,,,The Staff
PHYSICS 1B,Physics and Astronomy 1B,"{'type': 'AND', 'conditions': ['Physics 1A', 'Mathematics 31B', 'Mathematics 32A', 'Mathematics 32B']}",TR,08:00 am,09:50 am,PAB,01425,"Gutperle, M."
PHYSICS 1B,Physics and Astronomy 1B,"{'type': 'AND', 'conditions': ['Physics 1A', 'Mathematics 31B', 'Mathematics 32A', 'Mathematics 32B']}",TR,04:00 pm,05:50 pm,PAB,01425,"Corbin, B."
PHYSICS 1BH,Physics and Astronomy 1BH,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1AH']}, 'Physics 1A', 'Mathematics 31B', 'Mathematics 32A', 'Mathematics 32B']}",TR,12:00 pm,01:50 pm,PAB,01434A,"Petta, J.R."
PHYSICS 1C,Physics and Astronomy 1C,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Mathematics 32A', 'Mathematics 32B', 'Mathematics 33A']}",TR,10:00 am,11:50 am,PAB,01425,"Regan, B.C."
PHYSICS 1C,Physics and Astronomy 1C,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Mathematics 32A', 'Mathematics 32B', 'Mathematics 33A']}",TR,12:00 pm,01:50 pm,KNSY PV,01220B,"Ni, N."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,08:00 am,09:50 am,KNUDSEN,01238,"Arisaka, K.; Moran, N."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,10:00 am,11:50 am,KNUDSEN,01238,"Arisaka, K.; Carmona, J."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,12:00 pm,01:50 pm,KNUDSEN,01238,"Arisaka, K.; Gorur, B."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,02:00 pm,03:50 pm,KNUDSEN,01238,"Arisaka, K.; Gorur, B."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,08:00 am,09:50 am,KNUDSEN,01238,"Arisaka, K.; Miao, J."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,10:00 am,11:50 am,KNUDSEN,01238,"Arisaka, K.; Dao, C."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,12:00 pm,01:50 pm,KNUDSEN,01238,"Arisaka, K.; Miao, J."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,02:00 pm,03:50 pm,KNUDSEN,01238,"Arisaka, K.; Jimenez-Zepeda, J."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,04:00 pm,05:50 pm,KNUDSEN,01238,"Arisaka, K.; Kang, Y."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,04:00 pm,05:50 pm,KNUDSEN,01238,"Arisaka, K.; Bao, A."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",MW,06:00 pm,07:50 pm,KNUDSEN,01238,"Arisaka, K.; Kang, Y."
PHYSICS 4AL,Physics and Astronomy 4AL,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B']}",TR,06:00 pm,07:50 pm,KNUDSEN,01238,"Arisaka, K.; Bao, A."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",MW,08:00 am,09:50 am,KNUDSEN,02115,"Arisaka, K.; Nichols, T."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",MW,10:00 am,11:50 am,KNUDSEN,02115,"Arisaka, K.; Kao, R.Q."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",MW,12:00 pm,01:50 pm,KNUDSEN,02115,"Arisaka, K.; Goodarzi, S."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",MW,02:00 pm,03:50 pm,KNUDSEN,02115,"Arisaka, K.; Goodarzi, S."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",TR,08:00 am,09:50 am,KNUDSEN,02115,"Arisaka, K.; Gediman, B."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",TR,10:00 am,11:50 am,KNUDSEN,02115,"Arisaka, K.; Kao, R.Q."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",TR,12:00 pm,01:50 pm,KNUDSEN,02115,"Arisaka, K.; Gediman, B."
PHYSICS 4BL,Physics and Astronomy 4BL,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Physics 1A']}, 'Physics 1AH', {'type': 'OR', 'conditions': ['Physics 1B']}, 'Physics 1BH', {'type': 'OR', 'conditions': ['Physics 1C', 'Physics 1CH']}]}",TR,02:00 pm,03:50 pm,KNUDSEN,02115,"Arisaka, K.; Carmona, J."
PHYSICS 5A,Physics and Astronomy 5A,"{'type': 'AND', 'conditions': ['Life Sciences 30A', {'type': 'OR', 'conditions': ['Life Sciences 30B']}, 'Mathematics 3A', 'Mathematics 3B', 'Mathematics 3C']}",MWF,12:00 pm,12:50 pm,KNSY PV,01220B,"Schriver, D."
PHYSICS 5A,Physics and Astronomy 5A,"{'type': 'AND', 'conditions': ['Life Sciences 30A', {'type': 'OR', 'conditions': ['Life Sciences 30B']}, 'Mathematics 3A', 'Mathematics 3B', 'Mathematics 3C']}",MWF,01:00 pm,01:50 pm,KNSY PV,01220B,"Schriver, D."
PHYSICS 5A,Physics and Astronomy 5A,"{'type': 'AND', 'conditions': ['Life Sciences 30A', {'type': 'OR', 'conditions': ['Life Sciences 30B']}, 'Mathematics 3A', 'Mathematics 3B', 'Mathematics 3C']}",TR,02:00 pm,03:15 pm,PAB,01425,"Tung, N.C."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,08:00 am,08:50 am,PAB,01425,"Yu, T.Y."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,09:00 am,09:50 am,PAB,01425,"Yu, T.Y."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,10:00 am,10:50 am,PAB,01425,"Bauer, D.J."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,11:00 am,11:50 am,PAB,01425,"Mehta, M.R."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,12:00 pm,12:50 pm,PAB,01425,"Niemann, C."
PHYSICS 5B,Physics and Astronomy 5B,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,01:00 pm,01:50 pm,PAB,01425,"Samani, J.F."
PHYSICS 5C,Physics and Astronomy 5C,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,02:00 pm,02:50 pm,PAB,01425,"Bauer, D.J."
PHYSICS 5C,Physics and Astronomy 5C,"{'type': 'AND', 'conditions': ['Physics 5A']}",MWF,03:00 pm,03:50 pm,PAB,01425,"Khamis, S.S."
PHYSICS 17,Physics and Astronomy 17,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', {'type': 'OR', 'conditions': ['Physics 1C']}, 'Physics 1AH', 'Physics 1BH', 'Physics 1CH', 'Physics 32']}",MWF,11:00 am,11:50 am,PAB,01434A,"Ong, R.A."
PHYSICS 32,Physics and Astronomy 32,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Physics 1C', 'Mathematics 32A', 'Mathematics 33A', 'Mathematics 33B']}",MWF,01:00 pm,01:50 pm,PAB,01434A,"Gutierrez, C."
PHYSICS 105A,Physics and Astronomy 105A,"{'type': 'AND', 'conditions': ['Physics 32', 'Mathematics 33B']}",MWF,10:00 am,10:50 am,PAB,01434A,"Zocchi, G."
PHYSICS 110A,Physics and Astronomy 110A,"{'type': 'AND', 'conditions': ['Physics 32']}",MWF,11:00 am,11:50 am,KNSY PV,01220B,"Thorngren, R.G."
PHYSICS 115B,Physics and Astronomy 115B,"{'type': 'AND', 'conditions': ['Physics 115A', 'Physics 105B']}",MWF,12:00 pm,12:50 pm,PAB,01434A,"Bern, Z."
PHYSICS 115C,Physics and Astronomy 115C,"{'type': 'AND', 'conditions': ['Physics 115B']}",TR,09:30 am,10:45 am,KNSY PV,01240B,"Putterman, S.J."
PHYSICS 128,Physics and Astronomy 128,"{'type': 'AND', 'conditions': ['Physics 115A', 'Physics 115B', 'Physics 126']}",WF,05:00 pm,06:15 pm,KNUDSEN,06107,"Gelmini, G.B."
PHYSICS 132,Physics and Astronomy 132,"{'type': 'AND', 'conditions': ['Mathematics 32B', 'Mathematics 33A', 'Mathematics 33B', 'Physics 1A', 'Physics 1B', 'Physics 1C']}",TR,11:00 am,12:15 pm,PAB,02434,"Solon, M.P."
PHYSICS 170A,Physics and Astronomy 170A,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Physics 1C', 'Mathematics 32B', 'Mathematics 33A', 'Mathematics 33B']}",M,02:00 pm,03:50 pm,PAB,02748,"Hauser, J."
PHYSICS 170E,Physics and Astronomy 170E,"{'type': 'AND', 'conditions': ['Physics 105A']}",T,01:00 pm,02:50 pm,KNUDSEN,06107,"Corbin, B."
PHYSICS C170M,Physics and Astronomy C170M,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Physics 1C', 'Mathematics 32A', 'Mathematics 33A']}",M,04:00 pm,05:50 pm,PAB,02434,"Do, T.H."
PHYSICS 180E,Physics and Astronomy 180E,"{'type': 'AND', 'conditions': ['Physics 110B']}",W,04:00 pm,05:50 pm,PAB,04330,"Schaeffer, D.B.; Perez, J.A.; Ganesh, A.R."
PHYSICS 180F,Physics and Astronomy 180F,"{'type': 'AND', 'conditions': ['Physics 110A', 'Physics 115B']}",R,03:00 pm,04:50 pm,KNUDSEN,06107,"Ong, R.A.; Feldman, S.N."
PHYSICS 180Q,Physics and Astronomy 180Q,"{'type': 'AND', 'conditions': ['Physics 115C']}",M,02:00 pm,03:50 pm,KNUDSEN,06107,"Hamilton, P.; Jackman, A.P.; Quinn, S."
PHYSICS C186,Physics and Astronomy C186,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', {'type': 'OR', 'conditions': ['Physics 1C']}, 'Physics 5A', 'Physics 5B', {'type': 'OR', 'conditions': ['Physics 5C']}, 'Physics 6A', 'Physics 6B', 'Physics 6C', {'type': 'OR', 'conditions': ['Chemistry  Biochemistry 14A']}, 'Chemistry  Biochemistry 20A', 'Mathematics 3A', 'Mathematics 3B', 'Mathematics 3C', 'Mathematics 33A']}",M,02:00 pm,04:50 pm,PAB,01434A,"Mehta, M.R.; Jha, S."
PHYSICS C187A,Physics and Astronomy C187A,"{'type': 'AND', 'conditions': ['Physics 105A', 'Physics 110A', 'Physics 115A', 'Chemistry  Biochemistry 110A', {'type': 'OR', 'conditions': ['Molecular, Cell,  Developmental Biology 100', 'Molecular, Cell,  Developmental Biology M140']}, 'Molecular, Cell,  Developmental Biology 165A']}",TR,12:00 pm,01:50 pm,KNUDSEN,06129,"Bozovic, D."
PHYSICS 192M,Physics and Astronomy 192M,"{'type': 'AND', 'conditions': ['Physics 192S', {'type': 'OR', 'conditions': ['Physics 1A', 'Physics 1B', 'Physics 1C', 'Physics 5A', 'Physics 5B', 'Physics 5C', 'Physics 131']}]}",,,,,,"Shaked, S."
PHYSICS 221B,Physics and Astronomy 221B,"{'type': 'AND', 'conditions': ['Physics 221A']}",MW,10:00 am,11:50 am,PAB,02434,"Jiang, H."
PHYSICS 230C,Physics and Astronomy 230C,"{'type': 'AND', 'conditions': ['Physics 230B']}",MW,12:00 pm,01:50 pm,PAB,04330,"Dumitrescu, T.; Harder, S."
PHYSICS 237B,Physics and Astronomy 237B,"{'type': 'AND', 'conditions': ['Physics 237A']}",TR,12:00 pm,01:50 pm,PAB,04330,"Kraus, P.J."
PHYSICS C270M,Physics and Astronomy C270M,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', 'Physics 1C', 'Mathematics 32A', 'Mathematics 33A']}",M,04:00 pm,05:50 pm,PAB,02434,"Do, T.H."
PHYSICS C286,Physics and Astronomy C286,"{'type': 'AND', 'conditions': ['Physics 1A', 'Physics 1B', {'type': 'OR', 'conditions': ['Physics 1C']}, 'Physics 5A', 'Physics 5B', {'type': 'OR', 'conditions': ['Physics 5C']}, 'Physics 6A', 'Physics 6B', 'Physics 6C', {'type': 'OR', 'conditions': ['Chemistry  Biochemistry 14A']}, 'Chemistry  Biochemistry 20A', 'Mathematics 3A', 'Mathematics 3B', 'Mathematics 3C', 'Mathematics 33A']}",M,02:00 pm,04:50 pm,PAB,01434A,"Mehta, M.R.; Jha, S."
QNT SCI 402,Physics and Astronomy 402,"{'type': 'AND', 'conditions': ['Physics 245']}",TR,11:00 am,12:15 pm,HAINES,00122,"Hudson, E.R."
POL SCI 119,Political Science 119,"{'type': 'AND', 'conditions': ['Political Science 10']}",MW,08:00 am,09:15 am,HAINES,00118,"Branstetter, J.G."
POL SCI 140B,Political Science 140B,"{'type': 'AND', 'conditions': ['Political Science 40']}",TR,12:30 pm,01:45 pm,HAINES,00220,"James, S.C."
POL SCI 141E,Political Science 141E,"{'type': 'AND', 'conditions': ['Political Science 30']}",TR,02:00 pm,03:15 pm,ROYCE,00190,"Sherrer, T.A."
POL SCI 145C,Political Science 145C,"{'type': 'AND', 'conditions': ['Political Science 40']}",TR,12:30 pm,01:45 pm,ROYCE,00190,"Trojan, C."
POL SCI 145E,Political Science 145E,"{'type': 'AND', 'conditions': ['Political Science 40']}",TR,02:00 pm,03:15 pm,HAINES,A00025,"Orren, K.J."
POL SCI 147C,Political Science 147C,"{'type': 'AND', 'conditions': ['Political Science 40']}",MW,12:30 pm,01:45 pm,HAINES,00118,"James, S.C."
POL SCI 160,Political Science 160,"{'type': 'AND', 'conditions': ['Political Science 50']}",MW,02:00 pm,03:15 pm,PUB AFF,02270,"Thies, M.F."
POL SCI 172,Political Science 172,"{'type': 'AND', 'conditions': ['Political Science 30']}",TR,12:30 pm,01:45 pm,PUB AFF,02242,"Chwe, M.S."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Perez, E.O."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Tausanovitch, C.N."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Ying, L."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Chwe, M.S."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Lohmann, S."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Min, E.A."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Parasher, T."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Payson, J."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Anderson, R.D."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Treisman, D.S."
POL SCI 198,Political Science 198,"{'type': 'AND', 'conditions': ['Political Science 191H']}",VAR,12:00 am,12:00 am,,,"Mousa, S."
POL SCI 200B,Political Science 200B,"{'type': 'AND', 'conditions': ['Political Science 200A']}",M,04:00 pm,05:20 pm,ROLFE,03134,"Becker, C.; Lewis, J.B."
POL SCI 200B,Political Science 200B,"{'type': 'AND', 'conditions': ['Political Science 200A']}",W,04:00 pm,05:20 pm,ROYCE,00162,"Becker, C.; Lewis, J.B."
POL SCI 200B,Political Science 200B,"{'type': 'AND', 'conditions': ['Political Science 200A']}",F,01:00 pm,01:50 pm,BUNCHE,01221A,"Becker, C.; Lewis, J.B."
POL SCI 204B,Political Science 204B,"{'type': 'AND', 'conditions': ['Political Science 204A']}",MW,11:00 am,12:15 pm,HAINES,00110,"Chwe, M.S."
PSYCH 20B,Psychology 20B,"{'type': 'AND', 'conditions': ['Psychology 20A']}",W,12:00 pm,01:50 pm,PRITZKER,01531,"Frane, A.V."
PSYCH 100A,Psychology 100A,"{'type': 'AND', 'conditions': ['Psychology 10', {'type': 'OR', 'conditions': ['Mathematics 2', 'Statistics 10', 'Program in Computing 10A']}]}",TR,08:00 am,09:15 am,FRANZ,01178,"Comstock, L.; Huang, R.; Martinez, E.L."
PSYCH 100A,Psychology 100A,"{'type': 'AND', 'conditions': ['Psychology 10', {'type': 'OR', 'conditions': ['Mathematics 2', 'Statistics 10', 'Program in Computing 10A']}]}",F,10:00 am,10:50 am,FRANZ,01178,"Comstock, L.; Huang, R.; Martinez, E.L."
PSYCH 100A,Psychology 100A,"{'type': 'AND', 'conditions': ['Psychology 10', {'type': 'OR', 'conditions': ['Mathematics 2', 'Statistics 10', 'Program in Computing 10A']}]}",MW,08:00 am,09:15 am,LAKRETZ,00110,"Enders, C.K.; Mitchell, R.; Yang, B."
PSYCH 100A,Psychology 100A,"{'type': 'AND', 'conditions': ['Psychology 10', {'type': 'OR', 'conditions': ['Mathematics 2', 'Statistics 10', 'Program in Computing 10A']}]}",F,09:00 am,09:50 am,FRANZ,01178,"Enders, C.K.; Mitchell, R.; Yang, B."
PSYCH 100B,Psychology 100B,"{'type': 'AND', 'conditions': ['Psychology 10']}",M,04:00 pm,05:50 pm,HAINES,00039,"Firstenberg, I.; Sabillo, R.; Binnquist, A.L."
PSYCH 101,Psychology 101,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B']}",TR,09:00 am,10:50 am,FRANZ,03312,"McAuliffe, S.P.; Chu, K."
PSYCH 101,Psychology 101,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B']}",TR,12:00 pm,01:50 pm,FRANZ,03312,"McAuliffe, S.P.; Etzel, S.S."
PSYCH 110,Psychology 110,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A']}",TR,12:30 pm,01:45 pm,WGYOUNG,CS00050,"Trott, J.M."
PSYCH 115,Psychology 115,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Life Sciences 2', 'Life Sciences 7A']}, 'Life Sciences 15', 'Psychology 100A']}",MW,12:30 pm,01:45 pm,MOORE,00100,"Adhikari, A."
PSYCH M116A,Psychology M116A,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B', {'type': 'OR', 'conditions': ['Psychology 115']}, 'Neuroscience M101A', 'Neuroscience M101B']}",T,10:00 am,10:50 am,PERLOFF,01102,"Grisham, W.E.; Bitan, G.; Wong, J.; Izquierdo, A."
PSYCH 116B,Psychology 116B,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B', 'Psychology 115']}",TR,05:00 pm,06:50 pm,PRITZKER,01531,"Grisham, W.E.; Swan, R.; Staley, D.A."
PSYCH M117B,Psychology M117B,"{'type': 'AND', 'conditions': ['Psychology M117A', 'Life Sciences 7C']}",TR,04:00 pm,05:50 pm,WGYOUNG,CS00076,"Schweizer, F.E.; Akin, O.; Trott, J.M."
PSYCH 118,Psychology 118,"{'type': 'AND', 'conditions': ['Psychology 115']}",TR,11:00 am,12:15 pm,PERLOFF,01102,"Blaisdell, A.P.; Kirkman, C.F."
PSYCH 119D,Psychology 119D,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 115', 'Psychology M117C']}]}",MW,12:30 pm,01:45 pm,MS,05127,"Blair, H.T."
PSYCH 119I,Psychology 119I,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 115', 'Psychology M117C']}]}",TR,12:30 pm,01:45 pm,BOELTER,09436,"Zaidel, D."
PSYCH 119Y,Psychology 119Y,"{'type': 'AND', 'conditions': ['Psychology 115']}",TR,12:30 pm,01:45 pm,FRANZ,01260,"Wong, J.; McKinney, R."
PSYCH 120A,Psychology 120A,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A']}",TR,11:00 am,12:15 pm,HAINES,00039,"Lieder, F."
PSYCH 120B,Psychology 120B,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A']}",MW,08:00 am,09:15 am,FRANZ,01178,"Shams, L."
PSYCH 121,Psychology 121,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B', {'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",TR,12:00 pm,01:50 pm,FRANZ,03351,"Lu, H.; Denning, J.M."
PSYCH 121,Psychology 121,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B', {'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",MW,01:00 pm,02:50 pm,FRANZ,03312,"McAuliffe, S.P.; Harris, B.B."
PSYCH 124B,Psychology 124B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",MW,02:00 pm,03:15 pm,FRANZ,01260,"Murray, C.A.; Alberts, K.O."
PSYCH 124D,Psychology 124D,"{'type': 'AND', 'conditions': ['Psychology 100B', 'Psychology 115']}",TR,09:30 am,10:45 am,BOELTER,09436,"Monti, M.M."
PSYCH 124F,Psychology 124F,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",MW,02:00 pm,03:15 pm,FRANZ,A00279,"Cheng, P."
PSYCH 124G,Psychology 124G,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",F,10:00 am,12:50 pm,PRITZKER,01531,"Castel, A.D."
PSYCH 124J,Psychology 124J,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",TR,02:00 pm,03:15 pm,WGYOUNG,01044,"Kellman, P."
PSYCH 124K,Psychology 124K,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Psychology 120A', 'Psychology 120B']}]}",TR,09:30 am,10:45 am,FRANZ,A00279,"Rissman, J.A."
PSYCH 126,Psychology 126,"{'type': 'AND', 'conditions': ['Psychology 10', 'Psychology 100A', 'Psychology 100B', {'type': 'OR', 'conditions': ['Psychology 127A', 'Psychology 127B', 'Psychology 127C']}]}",MW,03:00 pm,04:50 pm,PRITZKER,03571,"Rith-Najarian, L.R; Davis, B.J."
